"GeneName","jtk_adjp","jtk_q","jtk_lag","jtk_amp","jtk_per","paper_pval","paper_phase"
"Cpa|evm.model.tig00000383.63",0.000499239948143525,0.00106308594455314,14,1.62382185219361,24,0.000499239948143525,15
"Cpa|evm.model.tig00020675.59",0.0100886248589965,0.0160919068007593,16,7.10134177482207,24,0.0100886248589965,17
"Cpa|evm.model.tig00020927.70",0.258987762830227,0.315233706156895,19,0.175820720869598,24,NA,NA
"Cpa|evm.model.tig00001424.1",0.0770276146561396,0.103065973865558,9,5.07750463299942,24,NA,NA
"Cpa|evm.model.tig00000157.45",1.76690496426816e-09,1.83224588745779e-08,20,16.6683495386966,24,1.76690496426816e-09,21
"Cpa|evm.model.tig00000076.60",0.0153461225951521,0.0236013933303196,9,1.89964840352114,24,0.0153461225951521,10
"Cpa|evm.model.tig00001024.13",0.000217736903592499,0.000506153270683303,18,2.82513016159716,24,0.000217736903592499,19
"Cpa|evm.model.tig00001208.26",1,1,8,1.2363832687801,24,NA,NA
"Cpa|evm.model.tig00020537.44",0.17650545104379,0.221071611440229,14,0.8172041550151,24,NA,NA
"Cpa|evm.model.tig00000403.92",1,1,12,0.562153246618536,24,NA,NA
"Cpa|evm.model.tig00000507.24",0.00415285174261279,0.00720821872451668,15,2.55728771786866,24,0.00415285174261279,16
"Cpa|evm.model.tig00020562.12",0.214483717672029,0.265560959736241,17,0.153203077148005,24,NA,NA
"Cpa|evm.model.tig00021254.45",0.000122037809271663,0.000300445716774598,20,0.717359126296059,24,0.000122037809271663,21
"Cpa|evm.model.tig00000586.10",5.44861278586822e-12,1.89417450639866e-10,17,2.32948671855608,24,5.44861278586822e-12,18
"Cpa|evm.model.tig00021621.8",2.01279826049705e-12,8.73327940903642e-11,14,14.5713448677587,24,2.01279826049705e-12,15
"Cpa|evm.model.tig00000058.4",3.19423979740113e-08,2.1376835567223e-07,13,2.79884545220884,24,3.19423979740113e-08,14
"Cpa|evm.model.tig00020610.127",3.19423979740113e-08,2.1376835567223e-07,21,369.515395095706,24,3.19423979740113e-08,22
"Cpa|evm.model.tig00000246.4",1.59484932431485e-05,4.93733919470828e-05,17,2.0236003874463,24,1.59484932431485e-05,18
"Cpa|evm.model.tig00000042.75",0.00180629172967614,0.00338979415862342,22,0.491294338058894,24,0.00180629172967614,23
