"GeneName","jtk_adjp","jtk_q","jtk_lag","jtk_amp","jtk_per","paper_pval","paper_phase"
"Smo51300|PACid_15408040",1,1,8,0.376995367379559,24,NA,NA
"Smo125160|PACid_15404617",1.81883986025281e-07,7.26038594095104e-07,16,1.95409383916723,24,1.81883986025281e-07,17
"Smo96189|PACid_15405525",1.1405295408205e-05,3.06184172121263e-05,14,0.397690652928149,24,1.1405295408205e-05,15
"Smo131328|PACid_15401633",1.34974262245945e-05,3.56771795316122e-05,17,36.1504228641476,24,1.34974262245945e-05,18
"Smo93014|PACid_15418215",1.15231337981793e-13,2.63481808317315e-12,12,9.63880729734072,24,1.15231337981793e-13,13
"Smo78329|PACid_15420727",0.876166270262647,1,12,0.420667405778316,24,NA,NA
"Smo438638|PACid_15422621",5.00023404014991e-08,2.30197873180428e-07,9,15.1249003432743,24,5.00023404014991e-08,10
"Smo413949|PACid_15418301",5.03823516357274e-07,1.81235751487367e-06,6,3.54182007001469,24,5.03823516357274e-07,7
"Smo95907|PACid_15408535",1,1,8,0.370531756618634,24,NA,NA
"Smo423309|PACid_15420795",1,1,14,0.174932613844311,24,NA,NA
"Smo115245|PACid_15420578",2.32861982968407e-06,7.20526023126343e-06,15,7.17239430088567,24,2.32861982968407e-06,16
"Smo412109|PACid_15409143",0.00016344059424198,0.0003498418120843,16,1.04618702250125,24,0.00016344059424198,17
"Smo163802|PACid_15410614",2.79694772879853e-06,8.51532414717867e-06,15,8.84505247496697,24,2.79694772879853e-06,16
"Smo270751|PACid_15422580",1,1,22,7.42707890233696,24,NA,NA
"Smo7420|PACid_15402222",1,1,12,0.680274989645583,24,NA,NA
"Smo421511|PACid_15416462",4.12579138229771e-07,1.51217867337839e-06,18,29.9466999587627,24,4.12579138229771e-07,19
"Smo236819|PACid_15412062",1.54895779200128e-10,1.3984730645637e-09,11,5.0767804584283,24,1.54895779200128e-10,12
"Smo438313|PACid_15420318",3.11980956617665e-18,3.38376187552555e-16,22,1183.51690616755,24,3.11980956617665e-18,23
"Smo444354|PACid_15415953",7.8662299437806e-09,4.44727938453933e-08,14,9.86496528614073,24,7.8662299437806e-09,15
"Smo440606|PACid_15406356",0.0915442827747501,0.123169758085737,11,3.04699925962326,24,NA,NA
"Smo412795|PACid_15414064",0.0253620797345938,0.0372854687448291,3,7.2924605691762,24,0.0253620797345938,4
"Smo126683|PACid_15411568",1,1,22,0.70032258871713,24,NA,NA
"Smo116437|PACid_15402608",0.000105241674991343,0.00023342045659993,17,0.761962651660468,24,0.000105241674991343,18
"Smo128017|PACid_15412641",1,1,12,0.160356780817077,24,NA,NA
"Smo74965|PACid_15413818",0.127973952432243,0.168526126671297,6,4.52467139175396,24,NA,NA
"Smo115982|PACid_15403606",0.00016344059424198,0.0003498418120843,15,0.353834393413904,24,0.00016344059424198,16
"Smo426699|PACid_15409723",0.000380510034381709,0.000760558732640258,20,0.932224987142495,24,0.000380510034381709,21
"Smo438307|PACid_15420297",0.0645868413796852,0.0889539404332072,8,5.33772603080759,24,NA,NA
"Smo73463|PACid_15406899",2.60702153235381e-05,6.4933308630284e-05,16,3.94209168850357,24,2.60702153235381e-05,17
"Smo418914|PACid_15410549",2.21645700560115e-05,5.59407688217094e-05,14,2.30025261498785,24,2.21645700560115e-05,15
"Smo402173|PACid_15402092",5.03823516357274e-07,1.81235751487367e-06,15,19.2175466408305,24,5.03823516357274e-07,16
"Smo91051|PACid_15412484",0.0372682140214986,0.0534543045378829,14,2.29814161486777,24,0.0372682140214986,15
"Smo73828|PACid_15409964",3.61670669489525e-14,9.61693976968438e-13,13,9.0075149319204,24,3.61670669489525e-14,14
"Smo54556|PACid_15418590",1,1,12,0.647973234121937,24,NA,NA
"Smo402946|PACid_15408047",0.00230398116173682,0.00402793567681794,20,0.398359750244973,24,0.00230398116173682,21
"Smo86110|PACid_15420555",0.000436120439117286,0.00086333832364164,8,1.28902761966235,24,0.000436120439117286,9
"Smo271357|PACid_15422403",1,1,12,2.11080351258325,24,NA,NA
"Smo91657|PACid_15417066",1.19287108965482e-07,4.99762967828448e-07,11,8.32018619610422,24,1.19287108965482e-07,12
"Smo407679|PACid_15420566",7.46984885410435e-07,2.58714134892362e-06,15,1.77159840893891,24,7.46984885410435e-07,16
"Smo27523|PACid_15405637",1,1,22,0.256637312889982,24,NA,NA
"Smo47339|PACid_15418591",4.91680755137136e-05,0.000115731709440189,14,7.34944676429143,24,4.91680755137136e-05,15
"Smo232921|PACid_15423350",0.0409376124012707,0.0583064775850841,22,90.3342453176791,24,0.0409376124012707,23
"Smo442750|PACid_15413184",4.7970975925567e-06,1.39405871515758e-05,19,29.1310667328555,24,4.7970975925567e-06,20
"Smo67546|PACid_15412213",0.000331576311891244,0.000669323751419009,20,3.35170188302118,24,0.000331576311891244,21
"Smo445504|PACid_15420243",1.59484932431485e-05,4.14253757060888e-05,12,10.3125992905394,24,1.59484932431485e-05,13
"Smo421525|PACid_15416478",1.67692978967284e-13,3.65202965819635e-12,8,11.9310881564708,24,1.67692978967284e-13,9
"Smo236447|PACid_15409031",1,1,6,0.793804635748385,24,NA,NA
"Smo439584|PACid_15402544",7.75701530101113e-08,3.40837298114258e-07,20,13.2627348117962,24,7.75701530101113e-08,21
"Smo97942|PACid_15414649",1.4745167564186e-07,6.0469858821684e-07,14,0.842961782589308,24,1.4745167564186e-07,15
"Smo438229|PACid_15419575",0.0449272528017537,0.0635278059601776,16,0.67824154959345,24,0.0449272528017537,17
"Smo34770|PACid_15405703",0.322856743855962,0.399475854038531,21,2.2870859260977,24,NA,NA
"Smo78340|PACid_15420772",0.0208046114889557,0.0310674660332358,20,0.316075358872901,24,0.0208046114889557,21
"Smo437743|PACid_15420543",3.0155899658981e-19,5.072960834469e-17,11,9.42027563018473,24,3.0155899658981e-19,12
"Smo129201|PACid_15417070",0.0590633145807872,0.0819007321203513,10,2.04354490855714,24,NA,NA
"Smo97222|PACid_15409116",0.346924415756792,0.426629562745523,14,0.98140445469285,24,NA,NA
"Smo72131|PACid_15401655",7.79467552133543e-05,0.000177001405846744,15,1.3309747598103,24,7.79467552133543e-05,16
"Smo126213|PACid_15408213",3.11980956617665e-18,3.38376187552555e-16,0,30.786214998491,24,3.11980956617665e-18,1
"Smo91078|PACid_15412549",0.322856743855962,0.399475854038531,17,0.746192287768203,24,NA,NA
"Smo111449|PACid_15410464",4.91680755137136e-05,0.000115731709440189,17,5.44251796530956,24,4.91680755137136e-05,18
"Smo419303|PACid_15408771",7.14255530470683e-13,1.25938146260317e-11,10,17.3588398549975,24,7.14255530470683e-13,11
"Smo425221|PACid_15403489",0.0996690489880436,0.133317966865468,17,0.380959090503946,24,NA,NA
"Smo80458|PACid_15405311",0.00016344059424198,0.0003498418120843,18,8.15713257136521,24,0.00016344059424198,19
"Smo173603|PACid_15416251",0.0012432870072062,0.00228326051028199,16,13.8706173677784,24,0.0012432870072062,17
"Smo145504|PACid_15421954",0.000651811136971003,0.00124979744174272,18,4.06940782009113,24,0.000651811136971003,19
